year,player name,games started,games played,cost per game
2016,James Anthony,11,11,1909091
2016,Clayton Edward,21,21,1571429
2016,Wade Allen,11,11,1484516
2016,Donald Zachary,26,26,1223040
2016,Felix Abraham,25,25,1034286
2016,Matthew Thomas,17,21,992063
2016,Jordan M.,18,19,947368
2016,David Taylor,35,35,857143
2016,Carsten Charles,30,30,833333
2016,Justin Brooks,34,34,823529
2016,Jonathan Tyler,32,32,781250
2016,Philip Joseph,11,12,766667
2016,Masahiro,31,31,709677
2016,Colbert Michael,32,32,703125
2016,Jered David,31,31,651613
2016,Maxwell M.,34,34,651260
2016,Francisco Casillas,21,21,650794
2016,Matthew Scott,19,19,642601
2016,Frederick Alfred,33,33,609848
2016,Adam Parrish,33,33,590909
2016,Sefat Farid Yu,17,17,588235
2016,Scott Edward,26,26,576361
2016,Carlos Enrique,21,21,571429
2016,Wei-Yin,22,22,568182
2016,John Derran,29,29,551724
2016,Johnny,32,32,546875
2016,Jacob Edward,21,31,483871
2016,Anibal Alejandro,26,35,480000
2016,Jorge Alberto,24,27,462963
2016,Ervin Ramon,30,30,450000
2016,Andrew Burton,16,16,446875
2016,Ubaldo,25,29,437004
2016,Stephen James,24,24,433333
2016,Richard Joseph,14,14,428571
2016,Michael Raymond,30,30,400000
2016,Robert Allen,29,30,400000
2016,Marco Rene,29,29,396552
2016,Jonathon Joseph,18,23,391304
2016,Yovani,23,23,379512
2016,Giovany Aramis,32,32,378125
2016,Jaime Omar,30,32,359375
2016,Clay Daniel,21,37,351351
2016,Jacob Joseph,31,31,345161
2016,Jeffrey Alan,32,32,337500
2016,Michael Alan,22,24,333333
2016,Hisashi,33,33,332609
2016,Colby Preston,19,19,315789
2016,James Anthony,32,32,312500
2016,Jason Aaron,30,30,300000
2016,Madison Kyle,34,34,291667
2016,Christopher,32,32,285938
2016,Edinson,34,34,279412
2016,Dallas,26,26,278846
2016,Matthew Edward,17,17,254412
2016,Matthew Cody,21,21,242857
2016,Tomaso Anthony,12,19,236842
2016,Nathan Edward,21,24,233333
2016,Hector Felipe,22,22,227273
2016,Ian Patrick,33,33,227273
2016,Douglas Wildes,32,32,218750
2016,Jeremy Robert,32,32,218750
2016,Shelby Charles,20,20,217500
2016,Bartolo,33,34,213235
2016,Christopher Steven,30,30,207500
2016,Ivan Manuel,15,21,195238
2016,Rubby Carlos,10,13,180769
2016,Carlos Luis,25,25,180000
2016,Jose Guillermo,32,32,168750
2016,Corey Scott,32,32,146875
2016,Michael Francisco,32,32,134375
2016,Alfredo,11,15,133333
2016,Christopher Ryan,13,34,125000
2016,Todd Andrew,30,30,125000
2016,Wily,23,23,121739
2016,Julio Alberto,30,30,115556
2016,David Stefan,10,22,113636
2016,Thomas R.,33,33,106061
2016,Jeffrey Alan,19,30,100833
2016,Daniel Richard,26,42,100595
2016,Kenta,32,32,97656
2016,Jose D.,29,29,96552
2016,Martin,33,33,95455
2016,Christopher Alan,33,33,88384
2016,Ryan Andrew,14,24,83333
2016,Thomas Andrew,17,17,79412
2016,Joshua Aubry,29,30,75000
2016,Patrick Alan,24,36,70139
2016,Dillon Kyle,14,33,60606
2016,Juan Ramon,12,52,57692
2016,Dylan Matthew,14,36,50000
2016,Trevor Andrew,28,35,48500
2016,Williams David,11,11,46477
2016,Robert Alexander,10,14,37857
2016,Yordano,32,32,37500
2016,Tyler Cole,27,27,37037
2016,Lance Graye,14,14,36907
2016,Daniel David,13,14,36750
2016,John Michael,14,14,36250
2016,Dennis Michael,12,18,28361
2016,Joseph Andrew,19,19,27074
2016,Anthony James,20,20,27000
2016,Colin D.,18,19,26853
2016,Tyler John,19,19,26816
2016,Gerrit Alan,21,21,26095
2016,Eduardo Jose,20,20,26050
2016,Aaron Michael,20,20,25875
2016,Jacob Anthony,24,24,25292
2016,Sonny Douglas,22,22,23977
2016,Nathan Alan,15,22,23805
2016,Luis,11,22,23695
2016,Kyle Benjamin,25,25,23500
2016,Steven Jakob,22,22,23443
2016,Thomas Ross,14,22,23068
2016,Vincent John,24,24,21500
2016,Daniel Dariel,25,25,21448
2016,Steven Richard,24,24,21438
2016,Philip Tyler,13,24,21312
2016,Taijuan Emmanuel,25,25,21144
2016,Adam Michael,25,25,20500
2016,Michael Joseph,24,27,19963
2016,Matthew David,27,27,19630
2016,Matthew Robert,26,27,18796
2016,Carlos Antonio,28,28,18500
2016,Kevin John,30,30,17733
2016,Jonathan Charles,29,29,17569
2016,Kyle Christian,30,31,17452
2016,Carlos Ernesto,31,31,17387
2016,Noah Seth,30,31,17270
2016,Aaron Jacob,30,30,17260
2016,Michael Bruce,30,31,16906
2016,Robert Chase,30,31,16781
2016,Kendall Chase,31,31,16532
2016,Brandon Kyle,31,31,16500
2016,James Jacob,32,32,16322
2016,Robert Glenn,32,32,16281
2016,Marcus Earl,32,32,16122
2016,Collin Alexander,33,33,16030
2016,Chad Robert,32,32,16016
2016,Tanner B.,33,34,15982
2016,Jacob Todd,33,33,15779
2016,Jerad Joseph,33,33,15636
2016,Daniel Steven,31,34,15062
2016,Scott Logan,12,35,14711
2016,Luis David,20,35,14500
2015,Matthew Thomas,11,13,1615385
2015,Justin Brooks,20,20,1400000
2015,Timothy LeRoy,15,15,1200000
2015,Colbert Michael,20,20,1175000
2015,Clayton Edward,33,33,987000
2015,David Taylor,21,21,940476
2015,Masahiro,24,24,916667
2015,Christopher John,21,21,857143
2015,Felix Abraham,31,31,801839
2015,Ervin Ramon,17,17,794118
2015,Carsten Charles,29,29,793103
2015,Donald Zachary,32,32,781250
2015,Derek Lane,10,10,740000
2015,Scott Edward,18,18,722222
2015,Jered David,26,26,692308
2015,Anibal Alejandro,25,25,672000
2015,Clay Daniel,18,18,666667
2015,Jonathan Tyler,32,32,625000
2015,Mark Alan,32,32,625000
2015,Mathew Adam,16,16,587500
2015,Scott Wynne,18,18,555556
2015,Johnny,19,19,526316
2015,John William,30,30,525000
2015,Maxwell M.,33,33,519455
2015,Jordan M.,33,33,500000
2015,Timothy Adam,22,24,500000
2015,David Stefan,11,18,488889
2015,Jorge Alberto,26,26,480769
2015,Matthew Scott,25,26,480769
2015,Daniel John,21,21,476190
2015,Jacob Edward,19,19,473684
2015,Michael Raymond,21,21,465476
2015,Jaime Omar,20,20,462500
2015,Douglas Wildes,15,25,456000
2015,Frederick Alfred,28,28,446429
2015,Yovani,33,33,424242
2015,Ubaldo,32,32,382812
2015,Francisco Casillas,31,31,376344
2015,Robert Allen,33,33,363636
2015,Giovany Aramis,31,31,354839
2015,Hisashi,20,20,350000
2015,Charles Alfred,23,23,347826
2015,Philip Joseph,25,27,340741
2015,Bartolo,31,33,333333
2015,Ian Patrick,30,30,328333
2015,Allan James,26,26,326923
2015,Brett Franklin,31,31,322581
2015,Stephen James,23,23,321739
2015,James Anthony,20,21,319048
2015,Jeffrey Alan,32,32,306250
2015,James Anthony,33,33,303030
2015,Jeremy,24,30,300000
2015,Kyle Matthew,22,37,297297
2015,Jason Aaron,31,31,290323
2015,Matthew Cody,12,12,250000
2015,Jordan Horton,10,10,247500
2015,Michael Lance,31,31,225806
2015,Todd Andrew,12,12,220833
2015,Edinson,33,34,220588
2015,Jonathon Joseph,29,33,212121
2015,Madison Kyle,32,32,210938
2015,Kyle Rodney,27,27,203704
2015,Ivan Manuel,17,17,194118
2015,Christopher,31,31,193548
2015,Michael Alan,30,30,183333
2015,Alfredo,31,31,179032
2015,Aaron Michael,29,29,172414
2015,Tyson William,33,33,159091
2015,Jeremy Robert,27,27,158333
2015,Wei-Yin,31,31,153226
2015,Joshua Aubry,10,10,150000
2015,Christopher Steven,31,31,139194
2015,Roberto,11,20,132500
2015,Andrew Burton,31,31,130645
2015,Miguel Angel,26,26,125962
2015,Nathan Edward,27,27,122222
2015,Colby Preston,33,33,121212
2015,Ryan Andrew,22,33,121212
2015,Tomaso Anthony,23,24,115625
2015,Marco Rene,28,34,114706
2015,Wade Allen,32,32,114562
2015,Jacob Joseph,33,33,110000
2015,Jose Guillermo,32,32,106250
2015,Garrett Thomas,32,32,100000
2015,Raisel,16,18,95238
2015,Daniel Richard,24,30,80833
2015,Carlos Luis,30,30,77917
2015,Michael Francisco,27,27,77778
2015,Jesse David,26,30,71667
2015,Martin,14,14,71429
2015,Hector Felipe,32,33,69394
2015,Trevor Andrew,30,31,62581
2015,David Edward,19,23,60870
2015,Jose D.,11,11,59182
2015,James Alston,13,13,39923
2015,Jarred Lynn,13,14,38571
2015,Corey Scott,32,32,37500
2015,Christopher Alan,34,34,34314
2015,David Andrew,15,15,34167
2015,Yordano,28,28,33929
2015,Patrick Alan,16,16,32750
2015,Timothy Edward,16,16,31844
2015,Joshua Michael,12,44,31818
2015,Jesse Allen,16,16,31719
2015,Julio Alberto,33,33,30303
2015,Wandy Fulton,15,17,29824
2015,Shane,16,18,28611
2015,Michael Gary,15,18,28264
2015,Wily,20,20,26275
2015,Robert Alexander,20,20,26000
2015,Aaron Jacob,11,41,24917
2015,Michael Bruce,21,21,24405
2015,Kendall Chase,21,21,24167
2015,Joseph William,25,25,24120
2015,Nicholas Andres,21,24,21458
2015,Matthew Edward,29,29,21177
2015,Kevin John,17,25,20880
2015,Matthew David,24,25,20700
2015,Christopher Ryan,18,34,19853
2015,Robert Chase,27,27,18981
2015,Nathan Alan,26,27,18844
2015,Jacob Todd,28,28,18643
2015,Jacob Anthony,30,30,18562
2015,Jeffrey Alan,30,30,17700
2015,Taijuan Emmanuel,29,29,17693
2015,Thomas R.,31,32,17344
2015,Andrew Scott,28,30,17337
2015,Michael Joseph,30,30,17333
2015,James Jacob,30,30,17050
2015,Kyle Benjamin,32,32,16797
2015,Carlos Ernesto,29,31,16774
2015,Gerrit Alan,32,32,16594
2015,Sonny Douglas,31,31,16532
2015,Anthony James,31,31,16371
2015,Shelby Charles,33,33,16212
2015,Collin Alexander,32,32,16134
2015,Rubby Carlos,32,32,16125
2015,Kyle Christian,32,32,15938
2015,Dallas,33,33,15894
2015,John Derran,33,33,15379
2015,Erasmo Jose,27,34,15376
2015,Odrisamer,18,34,15215
2015,Bradley Richard,12,38,13684
2015,Adam Parrish,17,43,13316
2015,Tanner B.,12,40,13240
2015,Alexander Manuel,13,43,11879
2014,Clifton Phifer,13,13,1923077
2014,John Derran,10,10,1525000
2014,Matthew Thomas,15,15,1333333
2014,Jacob Edward,12,12,1208333
2014,Masahiro,20,20,1100000
2014,Donald Zachary,32,32,812500
2014,Joshua Patrick,20,20,787500
2014,Colbert Michael,30,30,750000
2014,Anibal Alejandro,21,22,718182
2014,Bronson Anthony,14,14,678571
2014,Felix Abraham,34,34,672265
2014,Justin Brooks,32,32,625000
2014,Jonathan Tyler,21,21,619048
2014,Adam Parrish,32,32,609375
2014,David Taylor,23,23,608696
2014,Christopher John,31,31,516129
2014,Timothy LeRoy,26,33,515152
2014,Justin Daniel,19,19,513816
2014,Hiroki,32,32,500000
2014,Jered David,34,34,470588
2014,Maxwell M.,33,33,470455
2014,Matthew Scott,27,27,462963
2014,Ervin Ramon,31,31,454839
2014,Sefat Farid Yu,22,22,454545
2014,Mathew Adam,16,16,453125
2014,Ubaldo,22,25,450000
2014,John William,32,32,445312
2014,Carlos Enrique,27,27,444444
2014,Allan James,34,34,441176
2014,Jhoulys Jose,11,11,440909
2014,Scott Wynne,29,29,413793
2014,James Anthony,34,34,397059
2014,Edwin,27,28,392857
2014,David Dewitt,23,23,391304
2014,Kyle Matthew,31,31,354839
2014,Timothy Adam,31,31,354839
2014,Jason Aaron,17,17,352941
2014,Robert Allen,34,34,352941
2014,Yovani,32,32,351562
2014,Jorge Alberto,32,32,343750
2014,Giovany Aramis,27,27,314815
2014,Daniel John,32,32,312500
2014,Johnny,34,34,294118
2014,Bartolo,31,31,290323
2014,Douglas Wildes,25,25,288000
2014,Clay Daniel,28,28,275000
2014,Frederick Alfred,31,32,265625
2014,Jeremy,32,32,250000
2014,Philip Joseph,32,32,250000
2014,Trevor John,17,32,240625
2014,Kyle Rodney,32,32,239844
2014,Jordan M.,32,32,234375
2014,Hisashi,28,28,232143
2014,Scott Edward,32,32,218750
2014,Francisco Casillas,29,29,206897
2014,Roberto,20,23,195652
2014,David Stefan,28,28,189286
2014,Ian Patrick,33,33,184848
2014,Michael Raymond,33,33,179545
2014,James Anthony,26,30,173333
2014,Jonathon Joseph,30,30,166667
2014,Hyun-Jin,26,26,166654
2014,Dillon Kyle,22,22,164773
2014,Edinson,31,32,156250
2014,Ryan Andrew,32,32,156250
2014,Michael David,25,25,154000
2014,Charles Alfred,26,26,153846
2014,Clayton Edward,27,27,148148
2014,Christopher,26,26,134615
2014,Wei-Yin,31,31,131355
2014,Andrew Burton,19,19,126316
2014,Travis A.,31,31,125806
2014,Stephen James,34,34,116912
2014,Madison Kyle,33,33,113636
2014,Eric William,32,32,85938
2014,Marco Rene,18,39,85256
2014,Tyson William,31,31,63871
2014,Juan Ramon,14,33,61364
2014,Alfredo,32,32,46875
2014,Trevor Andrew,26,26,45513
2014,Franklin Miguel,22,38,45066
2014,Christopher Ryan,29,30,41667
2014,Anthony Michael,11,13,39423
2014,Robert Joseph,11,13,38808
2014,James Alston,13,13,38731
2014,Vidal Vicente,14,14,36036
2014,Joshua Aubry,16,25,32000
2014,Tomaso Anthony,16,16,31875
2014,Brandon Tyler,10,16,31688
2014,Aaron Michael,33,33,30303
2014,Erasmo Jose,14,17,30106
2014,Joshua Michael,28,33,28030
2014,Tyler Wayne,18,18,27903
2014,Brandon Carlin,15,19,27263
2014,Michael Joseph,19,19,26842
2014,Jose Guillermo,32,32,26562
2014,Kevin John,20,20,25125
2014,Daniel Dariel,20,20,25075
2014,Jarred Lynn,20,20,25000
2014,Todd Andrew,18,21,24762
2014,Jeffrey Alan,21,21,24429
2014,Julio Alberto,33,33,24242
2014,Jesse David,21,32,24219
2014,Gerrit Alan,22,22,23295
2014,Zachary Taylor,15,22,22932
2014,Jordan Horton,22,22,22818
2014,Yusmeiro Alberto,12,39,21667
2014,Garrett Thomas,26,26,20000
2014,Jacob Joseph,25,25,20000
2014,Miguel Angel,26,27,19593
2014,Alexander Miller,27,27,19144
2014,Robert Charles,12,27,18991
2014,Matthew David,20,27,18537
2014,Bradley J.,24,28,18011
2014,Hector Felipe,24,30,17667
2014,Dallas,29,29,17541
2014,Henderson Javier,30,30,17513
2014,David Edward,17,32,16920
2014,Tanner B.,31,31,16326
2014,Shelby Charles,31,32,16281
2014,Jacob Todd,31,31,16229
2014,Michael Lance,33,33,16212
2014,Kyle Benjamin,31,31,16210
2014,Yordano,30,31,16145
2014,Thomas R.,32,32,16094
2014,Wily,32,32,16094
2014,Christopher Steven,34,34,16059
2014,Zachary Harrison,32,32,16012
2014,Wade Allen,33,33,15864
2014,Andrew Scott,32,32,15725
2014,Nathan Edward,33,33,15667
2014,Bradley Richard,16,32,15625
2014,Christopher Alan,32,32,15625
2014,Sonny Douglas,33,33,15227
2014,Corey Scott,34,34,15118
2014,Robert Alexander,24,35,14464
2014,Carlos Luis,14,40,12618
2013,Harry Leroy,13,13,1538462
2013,Jacob Edward,13,13,1242867
2013,Wandy Fulton,12,12,1125000
2013,Matthew Scott,11,11,931818
2013,Joshua Michael,16,16,859375
2013,Clifton Phifer,31,31,806452
2013,Brandon John,10,10,800000
2013,Carsten Charles,32,32,758929
2013,Donald Zachary,28,28,750000
2013,John William,22,22,715909
2013,Timothy LeRoy,32,32,695312
2013,Matthew Thomas,30,30,694444
2013,Jered David,24,24,675000
2013,Johnny,11,11,672727
2013,Barry William,25,30,666667
2013,Felix Abraham,31,31,663134
2013,Carlos Enrique,18,18,638889
2013,Colbert Michael,33,33,621212
2013,Justin Brooks,34,34,591176
2013,Allan James,30,30,550000
2013,John Derran,29,29,550000
2013,Bronson Anthony,32,32,513923
2013,Hiroki,32,32,468750
2013,Clayton Colby,11,12,436667
2013,Timothy Adam,21,21,428571
2013,Daniel John,30,31,419355
2013,Edwin,31,31,419355
2013,Jacob Cauthen,19,21,416667
2013,Ryan Scott,29,32,414062
2013,Ervin Ramon,32,32,406250
2013,Andrew Eugene,30,30,400000
2013,Scott Wynne,15,15,400000
2013,Jorge Alberto,30,30,366667
2013,David Taylor,27,27,364146
2013,Mark Alan,33,33,363636
2013,Clay Daniel,16,16,359375
2013,Clayton Edward,33,33,356061
2013,Jason Matthew,24,24,354167
2013,Adam Parrish,34,34,352941
2013,Jonathan Tyler,33,33,352273
2013,Christopher John,33,33,348485
2013,James Anthony,34,34,323529
2013,Kyle Matthew,32,32,314498
2013,Anibal Alejandro,29,29,303448
2013,Sefat Farid Yu,32,32,296875
2013,Shaun Michal,12,14,285714
2013,Christopher Frank,20,24,265625
2013,Ryan Andrew,19,19,263158
2013,Jason Aaron,23,26,259615
2013,Yovani,31,31,258065
2013,Paul Gurner,26,26,250000
2013,Thomas J.,13,15,248333
2013,Brandon Patrick,22,22,238636
2013,Philip Joseph,29,30,238333
2013,Joseph Matthew,20,28,232143
2013,Trevor John,25,26,219231
2013,Edinson,27,27,212037
2013,Maxwell M.,32,32,210156
2013,James Anthony,18,18,205556
2013,Ian Patrick,21,21,203095
2013,Giovany Aramis,32,32,198438
2013,Hisashi,33,33,196970
2013,Joseph Francis,32,32,187500
2013,Ross Emery,13,13,179808
2013,Ubaldo,32,32,179688
2013,John Edward,14,14,178571
2013,Justin Daniel,29,32,177734
2013,David Dewitt,32,32,167188
2013,Jordan M.,32,32,167188
2013,Frederick Alfred,29,32,159375
2013,Wei-Yin,23,23,158928
2013,Jeremy,33,33,151515
2013,Jason Scott,20,20,150000
2013,Kyle Rodney,30,30,150000
2013,Robert Allen,34,34,147059
2013,Kevin John,31,31,145161
2013,David Stefan,21,21,142857
2013,Michael Alan,29,29,137931
2013,Mathew Adam,32,32,132812
2013,Bruce Kastulo,15,34,132353
2013,Stephen James,30,30,130000
2013,Jonathon Joseph,24,24,127083
2013,Douglas Wildes,32,33,121212
2013,Hyun-Jin,30,30,111111
2013,Jacob Edward,20,20,107500
2013,Carlos Manuel,15,47,106383
2013,Derek Lane,33,33,103030
2013,Roberto,24,32,101562
2013,Bartolo,30,30,100000
2013,Charles Alfred,20,20,100000
2013,Michael Raymond,31,31,98710
2013,Marco Rene,21,21,93095
2013,Wade Allen,24,31,90323
2013,Kristopher Allen,31,32,81250
2013,Jeffrey Alan,33,33,80000
2013,Jeffrey William,12,23,65217
2013,Thomas Stephen,10,43,63953
2013,Jhoulys Jose,31,31,53226
2013,Vance Richard,10,10,52500
2013,Jon Steven,12,12,41667
2013,Stephen J.,10,12,41042
2013,Matthew Cody,27,27,40741
2013,Francisco Casillas,26,26,38462
2013,Henderson Javier,17,17,29876
2013,Madison Kyle,31,31,29570
2013,Christopher,30,30,28333
2013,Nathan Edward,18,18,27889
2013,Bradley J.,14,18,27222
2013,Ivan Manuel,20,23,25026
2013,Chad Edward,12,30,25000
2013,Randall Enrique,19,20,24750
2013,Martin,20,20,24600
2013,Luis Alonso,15,22,24182
2013,David Edward,12,22,23292
2013,Alexander Miller,22,22,22827
2013,Brandon Eugene,14,22,22273
2013,Scott Michael,24,24,22083
2013,Alexi,18,23,22000
2013,Jeremy Scott,23,24,20859
2013,Zachary Taylor,24,24,20683
2013,Matthew Edward,26,26,19183
2013,Daniel Steven,27,27,18241
2013,Felix Antonio,27,29,17879
2013,Tomaso Anthony,26,28,17679
2013,Miguel Angel,28,30,16733
2013,Jeffrey Alan,30,30,16583
2013,Travis A.,32,32,16484
2013,Dillon Kyle,32,32,16480
2013,Dylan Davis Haines,20,30,16433
2013,Julio Alberto,30,30,16333
2013,Andrew Burton,26,31,16155
2013,Juan Ramon,31,31,15839
2013,Shelby Charles,31,31,15806
2013,Michael David,32,32,15781
2013,Jeremy Robert,31,32,15719
2013,Michael Lance,33,33,15545
2013,Jarrod Brent,32,32,15469
2013,Patrick Alan,32,32,15438
2013,Christopher Steven,33,33,15409
2013,Arthur Joseph,32,32,15391
2013,Eric William,33,33,15382
2013,Wily,32,32,15312
2013,Wade Allen,33,33,15167
2013,Jose Guillermo,33,33,15152
2013,Hector Felipe,23,34,14853
2013,Tyson William,16,35,14300
2013,Lucas William Bradley,22,36,13908
2013,Joseph William,15,37,13324
2013,Esmil Antonio,20,44,11568
2013,Garrett Thomas,17,47,10532
2012,Johan Alexander,21,21,1102143
2012,Daisuke,11,11,939394
2012,Ryan Scott,16,16,875000
2012,Carsten Charles,28,28,821429
2012,Carl Anthony,11,11,818182
2012,Joshua Patrick,21,21,809524
2012,Harry Leroy,25,25,800000
2012,Clifton Phifer,30,30,716667
2012,Derek Christopher,21,21,714286
2012,Donald Zachary,21,21,642857
2012,Justin Brooks,33,33,609091
2012,Felix Abraham,33,33,596970
2012,Barry William,32,32,593750
2012,Timothy LeRoy,33,33,553030
2012,Carlos Alberto,20,35,542857
2012,Allan James,31,31,532258
2012,Jacob Edward,32,32,531250
2012,Matthew Scott,18,18,527778
2012,Jair Francoise,10,11,500000
2012,Joseph Matthew,20,21,500000
2012,Wandy Fulton,21,21,500000
2012,Colbert Michael,31,31,483871
2012,Matthew Thomas,32,32,479167
2012,Jered David,30,30,473333
2012,Jonathan Omar,12,12,466667
2012,Joshua Michael,31,31,443548
2012,Jeremy,15,19,431579
2012,Daniel John,30,30,425000
2012,Anibal Alejandro,19,19,421053
2012,Randall Christopher,24,25,380000
2012,Ervin Ramon,30,30,373333
2012,Kyle Matthew,33,33,369318
2012,Shaun Michal,21,21,367857
2012,Chad Ryan,25,25,360000
2012,Edwin,31,31,353475
2012,Timothy Adam,28,28,321429
2012,Christopher John,34,34,308824
2012,Jacob Cauthen,28,28,303571
2012,Hiroki,33,33,303030
2012,Carlos Enrique,31,31,290323
2012,Joseph Francis,21,21,285714
2012,Adam Parrish,32,32,281250
2012,Bronson Anthony,32,32,255208
2012,Colby Preston,16,16,250000
2012,Francisco Casillas,17,22,250000
2012,Robert Nicholas,19,19,250000
2012,James Anthony,33,33,242424
2012,Gavin Christopher,29,29,241379
2012,Brandon Patrick,18,18,237500
2012,Jason Aaron,20,20,237500
2012,Clayton Edward,33,33,234848
2012,Jonathan Tyler,33,33,231061
2012,Mark Alan,31,31,225806
2012,Scott Wynne,21,29,224138
2012,Paul Gurner,20,21,202381
2012,Brandon John,21,21,190476
2012,Sefat Farid Yu,29,29,189655
2012,Erik Joseph,24,24,187500
2012,Yovani,33,33,174242
2012,Stephen James,28,28,174107
2012,Jaime Omar,20,20,168750
2012,Ricardo,32,32,164062
2012,Johnny,33,33,163636
2012,Jeffrey Wayne,15,19,163158
2012,Jason Matthew,33,33,146970
2012,David Taylor,31,31,140323
2012,Robert Allen,33,34,139706
2012,Ubaldo,31,31,135484
2012,Bruce Kastulo,34,34,132353
2012,James Anthony,18,18,130556
2012,Clay Daniel,29,29,129310
2012,Aaron Michael,31,31,129032
2012,Christopher Kenneth,21,21,126429
2012,Kevin John,28,32,125000
2012,Maxwell M.,32,32,117188
2012,Trevor John,32,32,115625
2012,Justin Daniel,34,34,112500
2012,Jamie,10,10,110000
2012,Luke Anthony,32,32,109688
2012,Giovany Aramis,32,32,104688
2012,Frederick Alfred,31,31,100000
2012,Philip Joseph,32,32,100000
2012,Kyle Rodney,25,37,96892
2012,Ryan Andrew,31,31,96774
2012,Wei-Yin,32,32,96000
2012,Daniel Paul,10,17,94853
2012,Jeffrey Alan,28,28,94286
2012,Matthew Reid,32,32,92188
2012,Christopher Frank,33,33,90909
2012,Bartolo,24,24,83333
2012,Clayton Colby,33,33,81970
2012,David Dewitt,33,33,73485
2012,Jordan M.,32,32,71875
2012,Edinson,32,32,69922
2012,Carlos Manuel,16,38,59934
2012,Hisashi,16,30,50000
2012,Juan Ramon,11,11,43636
2012,Brian Robert,16,34,42647
2012,Zackary Grant,11,12,40500
2012,Brandon Alan,13,13,38077
2012,Kyle Jordan,13,13,37377
2012,Kevin Austin,28,28,35714
2012,Matthew Cody,31,31,35484
2012,Derek Lane,27,29,34483
2012,Jhoulys Jose,14,14,34429
2012,Liam Johnson,16,16,30000
2012,Dillon Kyle,17,17,29529
2012,Randall Enrique,17,18,26667
2012,Jerome Lee,15,32,25625
2012,Tyler Cole,12,19,25263
2012,Jeanmar Alejandro,17,20,24135
2012,Joshua Aubry,16,21,23548
2012,Hector,18,22,22182
2012,Vance Richard,23,23,21522
2012,Philip Gregory,16,26,20385
2012,Jacob Joseph,18,24,20354
2012,Anthony Edward,15,24,20221
2012,Douglas Wildes,26,26,19519
2012,Ivan Manuel,28,28,18829
2012,Blake William,26,26,18712
2012,David Stefan,29,29,17621
2012,Madison Kyle,32,32,17500
2012,Joshua Michael,11,28,17357
2012,Jonathon Joseph,30,30,17318
2012,Thomas J.,31,31,17258
2012,Michael Raymond,30,30,16917
2012,Marco Rene,23,29,16759
2012,James Zell,29,30,16750
2012,Felix Antonio,29,29,16690
2012,Christopher,29,30,16667
2012,Mathew Adam,33,33,16667
2012,Luis Alonso,25,30,16298
2012,Michael David,30,30,16083
2012,Jeremy Robert,31,31,15790
2012,Ian Patrick,33,33,15742
2012,Henderson Javier,31,31,15577
2012,Tomaso Anthony,31,31,15484
2012,Lucas William Bradley,32,32,15062
2012,Wade Allen,29,32,15031
2012,Raymond Thomas,20,33,14955
2012,Ross Emery,27,33,14697
2012,Michael Lance,29,35,13771
2012,Kristopher Allen,12,50,9800
2012,Brian Matthew,11,55,9364
2011,Jorge Alberto,10,10,1000000
2011,Jacob Edward,18,19,842105
2011,Carlos Alberto,24,24,786458
2011,Carsten Charles,33,33,735931
2011,Roy Edward,23,23,695652
2011,Harry Leroy,32,32,625000
2011,John Derran,28,28,569643
2011,Joshua Patrick,30,30,566667
2011,Aaron Lane,17,18,548611
2011,Allan James,32,33,500000
2011,Donald Zachary,28,28,482143
2011,Edwin,19,19,460526
2011,Mark Alan,31,31,451613
2011,Derek Christopher,34,34,441176
2011,Timothy LeRoy,33,33,424242
2011,Kyle Matthew,30,30,406250
2011,Ryan Scott,34,34,397059
2011,Justin Brooks,34,34,377941
2011,Jason Scott,20,20,375000
2011,Hiroki,32,32,367679
2011,Daniel John,34,35,364286
2011,Felix Abraham,33,33,354545
2011,Clifton Phifer,32,32,343750
2011,Colbert Michael,31,32,296875
2011,Joel Alberto,24,27,296296
2011,Randall Christopher,33,33,287879
2011,Timothy Adam,33,33,272727
2011,Jonathan Omar,19,19,252632
2011,Wandy Fulton,30,30,250000
2011,Theodore Roosevelt,33,33,247475
2011,Hiram Kyle,13,13,246154
2011,Carl Anthony,33,33,242424
2011,Ervin Ramon,33,33,242424
2011,Jacob Cauthen,33,33,242424
2011,Paul Gurner,26,26,240385
2011,Bronson Anthony,32,32,239583
2011,Brett Allen,33,34,235294
2011,Jered David,33,33,223182
2011,John William,27,27,222222
2011,Matthew Thomas,33,33,222222
2011,Javier Carlos,32,32,218750
2011,Timothy Scott,21,23,217391
2011,Christopher John,34,34,205882
2011,Roberto,32,32,196484
2011,Chad Ryan,32,32,196094
2011,Matthew Scott,31,31,191935
2011,Jonathan Tyler,31,31,185484
2011,Carlos Enrique,33,33,181818
2011,Jeremy,32,34,169118
2011,Joseph Francis,33,33,166667
2011,Francisco Casillas,24,26,165385
2011,Gavin Christopher,30,31,161290
2011,Philip Joseph,14,17,158824
2011,Kevin John,26,27,148148
2011,Johnny,24,24,141667
2011,Jair Francoise,23,23,141304
2011,Ubaldo,21,21,133333
2011,James Anthony,33,33,128788
2011,Aaron Michael,28,28,125000
2011,Shaun Michal,33,33,119697
2011,Anibal Alejandro,32,32,115625
2011,Michael Alan,33,34,115441
2011,Robert Nicholas,26,26,115385
2011,Brian Robert,12,12,112500
2011,Chien-Ming,11,11,109091
2011,Yovani,33,33,106061
2011,James Richard,15,15,100000
2011,Bradley Wayne,31,31,96774
2011,Brett Franklin,13,13,96154
