year,player name,games started,games played,cost per game
1987,Shane William,36,36,22222
1987,Orel Leonard,35,37,21622
1987,Michael Edward,28,30,21600
1987,Bruce Vee,33,33,21212
1987,Harry Ralston,18,29,20690
1987,Richard Alan,29,30,20000
1987,Frank Daryl,34,34,19485
1987,Danny Bradford,31,31,19355
1987,Michael Warren,36,36,19213
1987,David Francis,10,30,19167
1987,William Roger,36,36,18056
1987,Bryn Nelson,26,26,17951
1987,Richard Keith,28,39,17821
1987,Charles Walter,35,35,17143
1987,Kirk Edward,13,14,16571
1987,Michael Wayne,33,33,16242
1987,James Edward,36,36,15400
1987,David Keith,37,37,14865
1987,Greg Allen,19,42,14762
1987,Ted Henry,34,34,14706
1987,Kenneth Marvin,29,32,14062
1987,Mark Steven,35,35,12857
1987,Neal,32,32,12500
1987,David Joseph,14,35,12429
1987,Charlton Atlee,27,31,12258
1987,Charles Sidney,27,28,11000
1987,Richard Warren,17,18,10833
1987,Thomas Edward,33,33,10606
1987,Teodoro Valenzuela,35,35,9571
1987,Thomas Leo,31,32,8984
1987,Charles Lynn,16,35,8714
1987,Michael James,26,39,7692
1987,Pascual Gross,10,10,7500
1987,Jose Dennis,22,22,7386
1987,Robert Vernon,12,39,7308
1987,Donald Wayne,35,35,7000
1987,Michael Lawrence,10,10,7000
1987,Zane William,36,36,6944
1987,Dennis Lee,25,26,6731
1987,Leonard Harold,11,11,6591
1987,Danny Lynn,34,36,6250
1987,Jose,31,33,5909
1987,Curtis Allen,31,31,5544
1987,Eric Carl,12,12,5208
1987,Shawn Patrick,10,12,5208
1987,Thomas Caesar,32,32,5000
1987,Brian Kevin,26,37,4865
1987,David Jeffrey,12,14,4643
1987,Kenneth John,15,34,4559
1987,Timothy James,12,39,4359
1987,Forest Gregory,15,16,4297
1987,James Joseph,25,26,4231
1987,Floyd Everett,23,23,3978
1987,Darrel Wayne,13,16,3906
1987,Ronald Dean,18,48,3854
1987,Steven,22,35,3757
1987,Juan Manuel,33,34,3382
1987,Charles Michael,16,35,3357
1987,Gregory Inman,32,32,3125
1987,David Brian,13,21,2976
1987,Bruce Wayne,35,35,2857
1987,William Edward,33,34,2794
1987,Michael Scott,25,27,2778
1987,John Joseph,21,44,2614
1987,Eric Vaughn,11,32,2427
1987,John Gabriel,13,27,2315
1987,Joseph David,26,27,2315
1987,Lester Wayne,18,27,2315
1987,Terry Hester,12,44,2159
1987,Jeffrey Mark,21,29,2155
1987,James Condia,22,30,2117
1987,Guy Alan,22,36,2083
1987,Scott Alan,17,39,2051
1987,Jamie,33,35,2000
1987,Eric Alvin,29,33,1894
1987,Kelly Robert,28,41,1829
1987,Richard Martin,11,37,1824
1987,Robert Bush,27,36,1736
1987,William Patrick,23,36,1736
1987,Christopher Louis,19,46,1359
1986,George Thomas,12,12,94388
1986,Steven Norman,16,16,62500
1986,Mario Melvin,19,19,60526
1986,Richard Lee,27,28,54643
1986,Jerry,13,19,52632
1986,John Robert,16,16,50000
1986,Fernando,34,34,47059
1986,Joaquin,26,28,44048
1986,Daniel Joseph,20,20,43750
1986,Doyle Lafayette,17,17,41176
1986,Neil Patrick,17,22,40909
1986,Rik Aalbert,36,36,40278
1986,John Allen,27,27,40123
1986,Dwight Eugene,33,33,40000
1986,Lynn Nolan,30,30,37500
1986,Shane William,23,23,34783
1986,John Thomas,30,30,33333
1986,Floyd Franklin,27,28,33214
1986,Ronald Ames,30,30,32500
1986,James Rick,11,16,31250
1986,Bret William,25,30,30833
1986,Joseph Franklin,25,25,30000
1986,Richard Elliott,34,34,28676
1986,Eric Vaughn,22,24,28646
1986,Dewey LaMarr,25,35,28571
1986,James Michael,12,14,28571
1986,Orel Leonard,35,35,28571
1986,Michael Atwater,34,34,27451
1986,David Andrew,34,37,27027
1986,Scott Houston,33,34,26796
1986,Dennis Patrick,30,33,26768
1986,Donald Howard,34,34,26176
1986,Neal,12,12,25833
1986,Michael James,33,33,25379
1986,John Scott,35,35,25000
1986,Robert Wesley,38,40,25000
1986,John Daniel,10,16,24062
1986,Steven Russell,25,37,24054
1986,Dennis Lee,32,33,23737
1986,Ronald James,18,18,23611
1986,Frederick Wayne,28,32,23594
1986,Bryn Nelson,30,30,23333
1986,Daniel Wayne,14,27,22593
1986,Robert Lynn,33,33,22538
1986,Michael Kendall,28,29,22062
1986,Larry Dean,15,49,22041
1986,Charles Louis,34,35,22000
1986,Michael Edward,34,34,21912
1986,Scott Douglas,28,37,21622
1986,Charles Oliver,33,33,20909
1986,Frank Daryl,31,32,20703
1986,George Earl,25,25,20400
1986,James,34,34,20000
1986,Rickey Eugene,34,35,20000
1986,Bruce Vee,25,25,19800
1986,Richard Alan,34,34,18235
1986,Frank John,37,37,18216
1986,Michael Warren,37,37,18018
1986,Richard Keith,39,39,17628
1986,James Justin,14,21,17500
1986,Robert Michael,30,32,17188
1986,Christopher Allen,16,16,16875
1986,Vida Rochelle,28,28,16071
1986,Robert Herbert,33,33,15977
1986,Mark Anthony,15,17,15882
1986,James Edward,35,36,15347
1986,William Lee,37,37,14745
1986,Alejandro,10,24,14583
1986,David Francis,26,26,13462
1986,Billy Mike,33,34,13235
1986,Ronald Maurice,34,34,12941
1986,Danny Bradford,32,32,12500
1986,Dennis Ray,30,30,12500
1986,Milton Edward,10,13,11538
1986,Joseph Thomas,15,15,11333
1986,David William,35,35,11143
1986,Joseph Alan,27,27,10926
1986,Michael Wayne,37,38,10526
1986,William Roger,33,33,10303
1986,Albert Samuel,26,26,10192
1986,Kevin Frank,36,37,9595
1986,Ted Henry,10,56,8929
1986,Philip Henry,32,34,8824
1986,Charles Lynn,23,33,8409
1986,Melton Andrew,35,37,8108
1986,Kenneth Marvin,33,34,8088
1986,Charles Walter,33,34,7647
1986,Mark Steven,24,35,7143
1986,Mark Edward,36,37,6554
1986,Roger Leroy,11,11,6500
1986,Charles Sidney,31,32,6250
1986,Joseph Richard,15,17,6176
1986,Michael James,31,37,6081
1986,Steven Norman,10,10,6000
1986,Donald Arthur,13,19,5789
1986,Teodoro Valenzuela,34,34,5735
1986,Thomas Leo,39,39,5513
1986,Danny Lynn,27,32,5469
1986,Michael Gary,10,15,5333
1986,Zane William,32,38,5263
1986,Richard Warren,20,28,4643
1986,Thomas Edward,10,13,4615
1986,Timothy James,21,25,4551
1986,Kelly Robert,14,14,4286
1986,Kirk Edward,33,34,4176
1986,Kenneth John,33,35,4000
1986,Robert Vernon,15,44,3977
1986,Scott William,18,53,3868
1986,Andrew Joseph,14,48,3750
1986,Jamie,16,16,3750
1986,Michael Ausley,16,16,3750
1986,Jay Lindsey,31,35,3643
1986,Robert Bush,13,17,3618
1986,Michael Joseph,27,31,3565
1986,Michael Thomas,33,37,3378
1986,Christopher Charles,24,24,3333
1986,Donald Wayne,14,50,3300
1986,Robert Wayne,19,20,3250
1986,Dennis Lee,31,31,3226
1986,Bruce Wayne,21,21,2857
1986,Timothy James,30,33,2727
1986,Curtis Allen,27,29,2724
1986,John Joseph,20,34,2647
1986,Gregory Inman,22,23,2609
1986,Jose Alberto,29,29,2586
1986,William Charles,17,29,2586
1986,James Joseph,26,26,2500
1986,Michael Scott,17,24,2500
1986,Mark Steven,15,27,2315
1986,Eric Vaughn,15,26,2308
1986,Douglas Dean,21,27,2222
1986,Thomas Caesar,34,36,2222
1986,Jose Antonio,26,39,2179
1986,Randall Jeffrey,11,37,2162
1986,Floyd Everett,32,33,2121
1986,David Keith,17,29,2069
1986,Juan Manuel,33,35,2000
1986,William Edward,32,35,2000
1986,Edwin Josue,32,32,1953
1986,Robert Andrew,31,31,1935
1986,Eric Steven,16,33,1818
1986,Scott Alan,10,62,968
1985,Steven Norman,16,16,67188
1985,Richard Lee,20,20,63000
1985,Thomas Edward,11,11,54545
1985,John Robert,13,13,47115
1985,Frank Daryl,13,13,45385
1985,Leonard Harold,18,20,43500
1985,Michael Kendall,15,15,42778
1985,Lynn Nolan,35,35,38571
1985,Richard David,15,20,38333
1985,Fernando,35,35,34286
1985,John Allen,33,33,33616
1985,George Thomas,33,35,32465
1985,Jerome Martin,18,19,31579
1985,Dewey LaMarr,31,31,31452
1985,Dennis Lee,25,25,30000
1985,Mario Melvin,36,36,29762
1985,Jerry,33,34,28824
1985,Rik Aalbert,23,23,28261
1985,Robert Lynn,23,23,27989
1985,David Andrew,36,36,27778
1985,Joaquin,38,38,27105
1985,Eddie Lee,30,30,26667
1985,Steven Russell,24,24,26667
1985,Larry Dean,19,30,26556
1985,Ronald Ames,33,34,26471
1985,Scott Douglas,19,19,26316
1985,James Louis,15,18,26111
1985,Joseph Franklin,32,32,25781
1985,Daniel Joseph,34,34,25735
1985,William Timothy,13,18,25722
1985,John Scott,35,35,25286
1985,James,23,23,25217
1985,Bryan Edmund,26,27,25154
1985,Peter Dennis,22,22,24545
1985,Doyle Lafayette,36,36,24306
1985,William Lee,29,29,24138
1985,Floyd Franklin,34,34,23860
1985,Robert Wesley,37,37,22973
1985,Frederick Wayne,25,31,22742
1985,Michael Edward,28,28,22500
1985,Pascual Gross,22,22,20455
1985,Robert Britt,34,36,20208
1985,Bertram Ray,28,29,20043
1985,Michael James,32,32,19531
1985,Michael Atwater,35,35,19524
1985,Burt Carlton,20,29,19483
1985,Shane William,31,36,19444
1985,Charles Oliver,34,34,18726
1985,William Alan,19,19,18684
1985,Richard Alan,35,35,18429
1985,Philip Henry,33,33,18182
1985,Robert Herbert,19,34,17157
1985,Jose Dennis,31,33,16970
1985,Scott Houston,34,35,15633
1985,Daniel Ernest,15,24,15625
1985,David William,23,24,15625
1985,Eric Vaughn,35,35,15357
1985,James Michael,24,29,15086
1985,Stephen Wayne,37,37,14865
1985,Daniel Wayne,29,39,14487
1985,George Earl,28,31,14113
1985,Harry Ralston,33,33,14091
1985,Dwight Eugene,35,35,12857
1985,John Thomas,36,36,12708
1985,Charlton Atlee,29,29,12241
1985,Edward Francis,29,31,10645
1985,Richard Keith,39,39,10449
1985,Frank John,36,36,10417
1985,Michael Warren,35,36,10000
1985,John Daniel,33,34,9412
1985,William Roger,15,15,9333
1985,Bryn Nelson,32,32,9062
1985,Billy Mike,37,37,9054
1985,Bruce Vee,31,35,8571
1985,Dickie Ray,13,28,8393
1985,Juan Bautista,13,31,7742
1985,John Anton,13,33,7576
1985,Vida Rochelle,20,33,7576
1985,Andrew Joseph,15,15,7333
1985,David Francis,31,34,7059
1985,Vernon Gerald,16,42,7024
1985,Charles Louis,33,33,6818
1985,Mark Edward,24,24,6667
1985,Albert Samuel,25,25,6600
1985,James William,26,26,6538
1985,Michael Wayne,34,35,6514
1985,Rickey Eugene,26,31,6452
1985,Ronald Maurice,35,36,6389
1985,Neal,33,36,6250
1985,Robert Michael,22,39,6154
1985,Melton Andrew,33,33,6061
1985,Orel Leonard,34,36,5889
1985,Byron Lee,23,24,5417
1985,Silton Ray,23,38,5263
1985,Charles Walter,34,34,5221
1985,Kenneth Marvin,26,29,5172
1985,Dennis Ray,35,35,5071
1985,Charles Lynn,26,38,5066
1985,Jose,25,31,5000
1985,Ronald James,31,31,4726
1985,Bret William,32,32,4688
1985,Matthew John,35,37,4297
1985,Joseph Alan,26,30,4000
1985,Mark Steven,28,29,3966
1985,Christopher Allen,37,37,3824
1985,James Edward,32,35,3750
1985,Kevin Frank,31,38,3684
1985,Mark Anthony,23,36,3611
1985,Danny Bradford,35,35,3143
1985,Kurt David,29,32,3125
1985,Danny Lynn,32,32,2969
1985,Wayland Eugene,18,46,2391
1985,Timothy Dean,25,29,2069
1985,Kirk Edward,29,30,2000
1985,Teodoro Valenzuela,30,32,1875
1985,Jay Lindsey,34,35,1714
1985,Thomas Leo,38,38,1579
