year,average height,team
1951,72.1,New York Giants
1951,72.1,Philadelphia Athletics
1951,72.2,Pittsburgh Pirates
1951,72.2,Brooklyn Dodgers
1951,72.2,Boston Braves
1951,72.3,Chicago Cubs
1951,72.3,Philadelphia Phillies
1951,72.4,Detroit Tigers
1951,72.4,Boston Red Sox
1951,72.6,Cleveland Indians
1951,72.8,Cincinnati Reds
1950,71.5,Chicago White Sox
1950,71.8,Pittsburgh Pirates
1950,71.9,Washington Senators
1950,72.1,New York Yankees
1950,72.1,Philadelphia Phillies
1950,72.1,Detroit Tigers
1950,72.1,St. Louis Cardinals
1950,72.1,Philadelphia Athletics
1950,72.1,New York Giants
1950,72.2,St. Louis Browns
1950,72.4,Brooklyn Dodgers
1950,72.5,Cincinnati Reds
1950,72.5,Chicago Cubs
1950,72.5,Boston Red Sox
1950,72.5,Boston Braves
1950,72.7,Cleveland Indians
1949,71.4,Philadelphia Athletics
1949,71.6,Pittsburgh Pirates
1949,71.8,Chicago White Sox
1949,71.8,New York Giants
1949,71.9,Chicago Cubs
1949,72.0,St. Louis Browns
1949,72.0,New York Yankees
1949,72.0,Brooklyn Dodgers
1949,72.0,Philadelphia Phillies
1949,72.1,Boston Braves
1949,72.1,Detroit Tigers
1949,72.3,Cleveland Indians
1949,72.3,St. Louis Cardinals
1949,72.3,Boston Red Sox
1949,72.4,Cincinnati Reds
1949,72.5,Washington Senators
1948,71.5,Pittsburgh Pirates
1948,71.5,Washington Senators
1948,71.9,Chicago Cubs
1948,72.0,Philadelphia Athletics
1948,72.0,Detroit Tigers
1948,72.0,Brooklyn Dodgers
1948,72.1,Boston Braves
1948,72.1,Boston Red Sox
1948,72.1,New York Yankees
1948,72.1,St. Louis Browns
1948,72.1,Chicago White Sox
1948,72.3,St. Louis Cardinals
1948,72.3,Philadelphia Phillies
1948,72.4,Cleveland Indians
1948,72.6,Cincinnati Reds
1948,72.9,New York Giants
1947,71.7,Pittsburgh Pirates
1947,71.7,Philadelphia Athletics
1947,71.8,St. Louis Browns
1947,71.9,Boston Braves
1947,71.9,Washington Senators
1947,71.9,Chicago Cubs
1947,71.9,Brooklyn Dodgers
1947,72.0,Detroit Tigers
1947,72.1,Cleveland Indians
1947,72.1,Cincinnati Reds
1947,72.2,St. Louis Cardinals
1947,72.2,Boston Red Sox
1947,72.3,New York Yankees
1947,72.3,Philadelphia Phillies
1947,72.6,Chicago White Sox
1947,72.8,New York Giants
1946,71.7,Pittsburgh Pirates
1946,71.7,Brooklyn Dodgers
1946,71.8,Chicago Cubs
1946,71.9,Washington Senators
1946,72.0,Philadelphia Athletics
1946,72.0,St. Louis Browns
1946,72.0,Boston Red Sox
1946,72.1,Cincinnati Reds
1946,72.1,Philadelphia Phillies
1946,72.1,Chicago White Sox
1946,72.2,Detroit Tigers
1946,72.2,Boston Braves
1946,72.2,Cleveland Indians
1946,72.2,St. Louis Cardinals
1946,72.3,New York Yankees
1946,72.9,New York Giants
1945,71.1,Washington Senators
1945,71.4,Philadelphia Athletics
1945,71.4,St. Louis Cardinals
1945,71.4,St. Louis Browns
1945,71.5,Pittsburgh Pirates
1945,71.5,Chicago White Sox
1945,71.6,Philadelphia Phillies
1945,71.6,Brooklyn Dodgers
1945,71.8,Boston Red Sox
1945,71.9,Cincinnati Reds
1945,71.9,Cleveland Indians
1945,72.0,Boston Braves
1945,72.1,Detroit Tigers
1945,72.2,New York Giants
1945,72.3,Chicago Cubs
1945,72.5,New York Yankees
1944,71.0,Philadelphia Athletics
1944,71.4,Washington Senators
1944,71.4,Brooklyn Dodgers
1944,71.5,St. Louis Browns
1944,71.7,Philadelphia Blue Jays
1944,71.7,Chicago White Sox
1944,71.8,Cincinnati Reds
1944,71.8,Pittsburgh Pirates
1944,71.8,Chicago Cubs
1944,71.8,Boston Red Sox
1944,71.9,St. Louis Cardinals
1944,72.0,Boston Braves
1944,72.0,Detroit Tigers
1944,72.0,New York Giants
1944,72.0,Cleveland Indians
1944,72.4,New York Yankees
1943,71.4,St. Louis Browns
1943,71.5,Philadelphia Athletics
1943,71.6,Chicago Cubs
1943,71.6,Chicago White Sox
1943,71.8,St. Louis Cardinals
1943,71.8,Brooklyn Dodgers
1943,71.9,Philadelphia Blue Jays
1943,71.9,Cleveland Indians
1943,71.9,Boston Red Sox
1943,71.9,New York Yankees
1943,71.9,Cincinnati Reds
1943,71.9,Washington Senators
1943,72.0,Detroit Tigers
1943,72.1,Pittsburgh Pirates
1943,72.3,Boston Braves
1943,72.4,New York Giants
1942,71.7,St. Louis Browns
1942,71.8,Boston Red Sox
1942,71.8,Chicago White Sox
1942,71.8,Chicago Cubs
1942,71.8,Philadelphia Phillies
1942,71.9,Brooklyn Dodgers
1942,71.9,Detroit Tigers
1942,71.9,Pittsburgh Pirates
1942,71.9,Cleveland Indians
1942,71.9,St. Louis Cardinals
1942,72.1,Philadelphia Athletics
1942,72.1,New York Giants
1942,72.2,Boston Braves
1942,72.3,New York Yankees
1942,72.4,Washington Senators
1942,72.6,Cincinnati Reds
1941,71.5,St. Louis Browns
1941,71.7,Boston Braves
1941,71.7,Pittsburgh Pirates
1941,71.8,Brooklyn Dodgers
1941,71.8,St. Louis Cardinals
1941,71.8,Chicago Cubs
1941,71.9,Boston Red Sox
1941,71.9,Cleveland Indians
1941,72.1,Philadelphia Athletics
1941,72.1,Cincinnati Reds
1941,72.1,New York Giants
1941,72.2,Philadelphia Phillies
1941,72.3,Chicago White Sox
1941,72.3,New York Yankees
1941,72.4,Detroit Tigers
1941,72.5,Washington Senators
1940,71.3,Pittsburgh Pirates
1940,71.6,Philadelphia Phillies
1940,71.6,Philadelphia Athletics
1940,71.7,St. Louis Cardinals
1940,71.8,St. Louis Browns
1940,71.9,Chicago Cubs
1940,71.9,Boston Bees
1940,72.0,Chicago White Sox
1940,72.1,Cleveland Indians
1940,72.1,Brooklyn Dodgers
1940,72.2,Washington Senators
1940,72.3,New York Giants
1940,72.3,Cincinnati Reds
1940,72.3,Boston Red Sox
1940,72.3,Detroit Tigers
1940,72.4,New York Yankees
1939,71.1,Boston Bees
1939,71.3,St. Louis Cardinals
1939,71.3,Chicago White Sox
1939,71.5,Brooklyn Dodgers
1939,71.5,Philadelphia Athletics
1939,71.8,Philadelphia Phillies
1939,71.8,Pittsburgh Pirates
1939,71.8,Cleveland Indians
1939,71.9,Washington Senators
1939,71.9,Chicago Cubs
1939,72.0,St. Louis Browns
1939,72.2,New York Yankees
1939,72.2,Detroit Tigers
1939,72.2,New York Giants
1939,72.3,Cincinnati Reds
1939,72.4,Boston Red Sox
1938,71.2,Boston Bees
1938,71.2,Brooklyn Dodgers
1938,71.4,Pittsburgh Pirates
1938,71.4,St. Louis Cardinals
1938,71.4,Washington Senators
1938,71.6,Cleveland Indians
1938,71.6,Philadelphia Athletics
1938,71.8,Chicago White Sox
1938,71.8,Philadelphia Phillies
1938,71.9,Chicago Cubs
1938,72.0,Boston Red Sox
1938,72.0,Detroit Tigers
1938,72.1,New York Yankees
1938,72.1,St. Louis Browns
1938,72.2,New York Giants
1938,72.3,Cincinnati Reds
1937,70.7,Boston Bees
1937,71.3,Brooklyn Dodgers
1937,71.5,Cleveland Indians
1937,71.5,Cincinnati Reds
1937,71.5,Pittsburgh Pirates
1937,71.5,Boston Red Sox
1937,71.7,Washington Senators
1937,71.7,St. Louis Cardinals
1937,71.7,Detroit Tigers
1937,71.8,New York Yankees
1937,71.8,Chicago White Sox
1937,71.9,Philadelphia Athletics
1937,71.9,Philadelphia Phillies
1937,71.9,Chicago Cubs
1937,71.9,St. Louis Browns
1937,72.2,New York Giants
1936,70.9,Boston Bees
1936,71.2,Cincinnati Reds
1936,71.3,St. Louis Cardinals
1936,71.3,Brooklyn Dodgers
1936,71.5,Washington Senators
1936,71.5,Chicago White Sox
1936,71.6,Detroit Tigers
1936,71.6,Philadelphia Athletics
1936,71.6,New York Giants
1936,71.7,Philadelphia Phillies
1936,71.9,New York Yankees
1936,71.9,St. Louis Browns
1936,72.0,Chicago Cubs
1936,72.0,Cleveland Indians
1936,72.0,Pittsburgh Pirates
1936,72.0,Boston Red Sox
1935,71.1,St. Louis Cardinals
1935,71.2,Boston Braves
1935,71.3,Brooklyn Dodgers
1935,71.3,Detroit Tigers
1935,71.3,Chicago White Sox
1935,71.4,Cincinnati Reds
1935,71.4,New York Giants
1935,71.5,Boston Red Sox
1935,71.5,Washington Senators
1935,71.7,St. Louis Browns
1935,71.7,Philadelphia Phillies
1935,71.7,Cleveland Indians
1935,71.8,New York Yankees
1935,71.9,Pittsburgh Pirates
1935,71.9,Chicago Cubs
1935,71.9,Philadelphia Athletics
1934,70.9,Brooklyn Dodgers
1934,71.1,St. Louis Cardinals
1934,71.2,New York Giants
1934,71.3,Chicago White Sox
1934,71.3,Cincinnati Reds
1934,71.4,Cleveland Indians
1934,71.5,Boston Braves
1934,71.5,Pittsburgh Pirates
1934,71.5,Washington Senators
1934,71.5,New York Yankees
1934,71.5,Philadelphia Phillies
1934,71.6,St. Louis Browns
1934,71.7,Detroit Tigers
1934,71.7,Boston Red Sox
1934,71.9,Chicago Cubs
1934,71.9,Philadelphia Athletics
1933,70.6,Cincinnati Reds
1933,70.8,Brooklyn Dodgers
1933,70.9,St. Louis Cardinals
1933,71.1,New York Giants
1933,71.2,Boston Braves
1933,71.2,Chicago Cubs
1933,71.2,St. Louis Browns
1933,71.3,Chicago White Sox
1933,71.4,Washington Senators
1933,71.4,Philadelphia Phillies
1933,71.4,Pittsburgh Pirates
1933,71.4,Boston Red Sox
1933,71.5,Detroit Tigers
1933,71.6,New York Yankees
1933,71.7,Cleveland Indians
1933,71.9,Philadelphia Athletics
1932,70.8,St. Louis Browns
1932,71.0,New York Giants
1932,71.0,Boston Braves
1932,71.0,St. Louis Cardinals
1932,71.0,Washington Senators
1932,71.2,Chicago Cubs
1932,71.3,Pittsburgh Pirates
1932,71.4,Cleveland Indians
1932,71.4,Philadelphia Phillies
1932,71.4,Boston Red Sox
1932,71.4,Detroit Tigers
1932,71.5,Brooklyn Dodgers
1932,71.6,Chicago White Sox
1932,71.7,Philadelphia Athletics
1932,71.7,Cincinnati Reds
1932,71.8,New York Yankees
1931,70.4,St. Louis Cardinals
1931,70.6,Boston Red Sox
1931,70.6,Boston Braves
1931,70.7,Pittsburgh Pirates
1931,70.8,St. Louis Browns
1931,71.0,Washington Senators
1931,71.0,Cincinnati Reds
1931,71.1,Detroit Tigers
1931,71.1,Chicago Cubs
1931,71.3,Philadelphia Phillies
1931,71.3,New York Giants
1931,71.5,Chicago White Sox
1931,71.5,Cleveland Indians
1931,71.6,Brooklyn Robins
1931,71.9,Philadelphia Athletics
1931,72.1,New York Yankees
1930,70.5,Pittsburgh Pirates
1930,70.5,St. Louis Cardinals
1930,70.6,Washington Senators
1930,70.6,Boston Braves
1930,70.9,Cleveland Indians
1930,71.0,Philadelphia Phillies
1930,71.1,Detroit Tigers
1930,71.1,St. Louis Browns
1930,71.1,Cincinnati Reds
1930,71.2,New York Giants
1930,71.3,Boston Red Sox
1930,71.4,Chicago Cubs
1930,71.4,Chicago White Sox
1930,71.6,Philadelphia Athletics
1930,71.8,Brooklyn Robins
1930,71.9,New York Yankees
1929,70.2,Boston Braves
1929,70.4,Washington Senators
1929,70.6,Pittsburgh Pirates
1929,70.6,Cincinnati Reds
1929,70.7,St. Louis Browns
1929,70.9,Boston Red Sox
1929,70.9,Chicago Cubs
1929,70.9,Cleveland Indians
1929,71.0,St. Louis Cardinals
1929,71.1,Philadelphia Phillies
1929,71.1,Detroit Tigers
1929,71.2,Philadelphia Athletics
1929,71.3,New York Yankees
1929,71.3,New York Giants
1929,71.4,Chicago White Sox
1929,71.7,Brooklyn Robins
1928,70.4,St. Louis Cardinals
1928,70.5,Boston Braves
1928,70.5,Cincinnati Reds
1928,70.5,Pittsburgh Pirates
1928,70.6,Detroit Tigers
1928,70.7,St. Louis Browns
1928,70.9,Washington Senators
1928,71.2,Chicago Cubs
1928,71.2,New York Yankees
1928,71.3,Boston Red Sox
1928,71.3,Philadelphia Phillies
1928,71.3,Philadelphia Athletics
1928,71.3,New York Giants
1928,71.4,Chicago White Sox
1928,71.5,Cleveland Indians
1928,71.6,Brooklyn Robins
1927,69.9,Cincinnati Reds
1927,70.3,Boston Braves
1927,70.3,Pittsburgh Pirates
1927,70.4,Detroit Tigers
1927,70.5,Washington Senators
1927,70.6,Chicago Cubs
1927,70.6,St. Louis Cardinals
1927,70.8,Boston Red Sox
1927,70.9,New York Yankees
1927,71.1,Chicago White Sox
1927,71.1,Philadelphia Phillies
1927,71.2,New York Giants
1927,71.3,Philadelphia Athletics
1927,71.3,St. Louis Browns
1927,71.5,Cleveland Indians
1927,72.0,Brooklyn Robins
1926,70.2,Cincinnati Reds
1926,70.3,Pittsburgh Pirates
1926,70.4,Boston Braves
1926,70.6,Washington Senators
1926,70.6,Detroit Tigers
1926,70.7,Philadelphia Phillies
1926,70.7,St. Louis Cardinals
1926,70.7,New York Giants
1926,70.8,Boston Red Sox
1926,70.8,Chicago Cubs
1926,70.9,Chicago White Sox
1926,71.0,Cleveland Indians
1926,71.0,St. Louis Browns
1926,71.1,Brooklyn Robins
1926,71.1,Philadelphia Athletics
1926,71.2,New York Yankees
1925,70.4,Chicago Cubs
1925,70.5,Boston Braves
1925,70.5,Detroit Tigers
1925,70.6,Cincinnati Reds
1925,70.6,Chicago White Sox
1925,70.6,Pittsburgh Pirates
1925,70.6,Washington Senators
1925,70.6,St. Louis Browns
1925,70.8,Boston Red Sox
1925,70.8,St. Louis Cardinals
1925,70.9,Philadelphia Phillies
1925,71.0,New York Yankees
1925,71.0,Philadelphia Athletics
1925,71.2,New York Giants
1925,71.2,Cleveland Indians
1925,71.4,Brooklyn Robins
1924,70.4,Pittsburgh Pirates
1924,70.4,Boston Braves
1924,70.4,Chicago Cubs
1924,70.5,Cincinnati Reds
1924,70.6,St. Louis Browns
1924,70.6,Chicago White Sox
1924,70.7,Washington Senators
1924,70.8,St. Louis Cardinals
1924,71.0,Detroit Tigers
1924,71.0,Philadelphia Phillies
1924,71.1,New York Yankees
1924,71.1,New York Giants
1924,71.2,Brooklyn Robins
1924,71.2,Cleveland Indians
1924,71.3,Philadelphia Athletics
1924,71.4,Boston Red Sox
1923,70.1,Pittsburgh Pirates
1923,70.4,St. Louis Browns
1923,70.4,Boston Braves
1923,70.4,St. Louis Cardinals
1923,70.5,Chicago Cubs
1923,70.6,Washington Senators
1923,70.7,Chicago White Sox
1923,70.8,Detroit Tigers
1923,70.8,New York Yankees
1923,70.8,Philadelphia Phillies
1923,70.8,Cincinnati Reds
1923,70.9,New York Giants
1923,71.1,Boston Red Sox
1923,71.1,Philadelphia Athletics
1923,71.2,Cleveland Indians
1923,71.3,Brooklyn Robins
1922,70.1,Pittsburgh Pirates
1922,70.4,St. Louis Browns
1922,70.5,Chicago Cubs
1922,70.6,Cincinnati Reds
1922,70.6,St. Louis Cardinals
1922,70.7,Boston Red Sox
1922,70.7,Detroit Tigers
1922,70.9,Boston Braves
1922,70.9,Philadelphia Athletics
1922,70.9,Cleveland Indians
1922,71.1,New York Giants
1922,71.1,Philadelphia Phillies
1922,71.2,Brooklyn Robins
1922,71.3,New York Yankees
1922,71.4,Washington Senators
1922,71.4,Chicago White Sox
1921,70.0,Boston Red Sox
1921,70.2,St. Louis Cardinals
1921,70.3,St. Louis Browns
1921,70.4,Pittsburgh Pirates
1921,70.6,Detroit Tigers
1921,70.7,Cincinnati Reds
1921,70.7,Cleveland Indians
1921,70.8,Chicago White Sox
1921,70.8,Boston Braves
1921,70.8,Brooklyn Robins
1921,70.8,Philadelphia Athletics
1921,70.9,Chicago Cubs
1921,71.0,Washington Senators
1921,71.2,New York Giants
1921,71.2,Philadelphia Phillies
1921,71.4,New York Yankees
1920,70.0,Boston Red Sox
1920,70.3,St. Louis Cardinals
1920,70.4,Pittsburgh Pirates
1920,70.4,Boston Braves
1920,70.8,Cincinnati Reds
1920,70.8,Brooklyn Robins
1920,70.8,Washington Senators
1920,70.9,St. Louis Browns
1920,71.1,Chicago White Sox
1920,71.1,Detroit Tigers
1920,71.2,Cleveland Indians
1920,71.2,Chicago Cubs
1920,71.3,Philadelphia Athletics
1920,71.3,New York Giants
1920,71.4,Philadelphia Phillies
1920,71.7,New York Yankees
1919,70.1,Cincinnati Reds
1919,70.4,Washington Senators
1919,70.6,Boston Braves
1919,70.7,Pittsburgh Pirates
1919,70.8,Philadelphia Athletics
1919,70.9,St. Louis Cardinals
1919,70.9,Philadelphia Phillies
1919,71.1,Boston Red Sox
1919,71.1,Brooklyn Robins
1919,71.1,Cleveland Indians
1919,71.1,New York Giants
1919,71.1,St. Louis Browns
1919,71.2,Detroit Tigers
1919,71.2,Chicago Cubs
1919,71.3,Chicago White Sox
1919,71.4,New York Yankees
1918,70.1,Boston Braves
1918,70.2,Pittsburgh Pirates
1918,70.3,St. Louis Cardinals
1918,70.4,Boston Red Sox
1918,70.5,Washington Senators
1918,70.6,Philadelphia Phillies
1918,70.8,Chicago White Sox
1918,70.8,Chicago Cubs
1918,70.9,Detroit Tigers
1918,71.0,St. Louis Browns
1918,71.0,Brooklyn Robins
1918,71.0,Cleveland Indians
1918,71.0,Cincinnati Reds
1918,71.4,Philadelphia Athletics
1918,71.4,New York Giants
1918,71.5,New York Yankees
1917,70.2,Philadelphia Phillies
1917,70.5,Washington Senators
1917,70.5,St. Louis Cardinals
1917,70.5,Pittsburgh Pirates
1917,70.5,Cleveland Indians
1917,70.6,Philadelphia Athletics
1917,70.8,Chicago Cubs
1917,70.8,Detroit Tigers
1917,70.8,Chicago White Sox
1917,70.9,Boston Red Sox
1917,70.9,Boston Braves
1917,71.1,New York Giants
1917,71.1,New York Yankees
1917,71.1,St. Louis Browns
1917,71.2,Cincinnati Reds
1917,71.3,Brooklyn Robins
1916,70.4,Pittsburgh Pirates
1916,70.5,Chicago Cubs
1916,70.5,Washington Senators
1916,70.7,New York Yankees
1916,70.7,Chicago White Sox
1916,70.8,Boston Braves
1916,70.8,Philadelphia Athletics
1916,70.8,Philadelphia Phillies
1916,70.8,Boston Red Sox
1916,70.9,Brooklyn Robins
1916,70.9,St. Louis Browns
1916,70.9,St. Louis Cardinals
1916,71.0,Cleveland Indians
1916,71.0,Detroit Tigers
1916,71.2,New York Giants
1916,71.2,Cincinnati Reds
1915,69.7,Pittsburgh Rebels
1915,70.2,Chicago Whales
1915,70.4,Baltimore Terrapins
1915,70.5,New York Yankees
1915,70.5,Washington Senators
1915,70.6,Chicago White Sox
1915,70.6,Boston Braves
1915,70.7,Boston Red Sox
1915,70.7,Philadelphia Phillies
1915,70.7,Pittsburgh Pirates
1915,70.8,Buffalo Blues
1915,70.9,Philadelphia Athletics
1915,71.0,Newark Pepper
1915,71.0,Chicago Cubs
1915,71.0,St. Louis Terriers
1915,71.0,Kansas City Packers
1915,71.0,Brooklyn Tip-Tops
1915,71.1,Cincinnati Reds
1915,71.1,Cleveland Indians
1915,71.2,St. Louis Browns
1915,71.3,Brooklyn Robins
1915,71.4,St. Louis Cardinals
1915,71.5,New York Giants
1915,71.7,Detroit Tigers
1914,69.7,Pittsburgh Rebels
1914,69.9,Chicago Chi-Feds
1914,70.0,Boston Braves
1914,70.2,Baltimore Terrapins
1914,70.3,Kansas City Packers
1914,70.4,Chicago White Sox
1914,70.5,Buffalo Buffeds
1914,70.5,Philadelphia Phillies
1914,70.6,Pittsburgh Pirates
1914,70.6,Philadelphia Athletics
1914,70.7,St. Louis Cardinals
1914,70.7,New York Yankees
1914,70.7,St. Louis Browns
1914,70.7,Brooklyn Robins
1914,70.7,Indianapolis Hoosiers
1914,70.8,Boston Red Sox
1914,70.8,St. Louis Terriers
1914,70.8,Chicago Cubs
1914,70.8,Brooklyn Tip-Tops
1914,71.1,Cleveland Naps
1914,71.1,Washington Senators
1914,71.1,Cincinnati Reds
1914,71.4,Detroit Tigers
1914,71.5,New York Giants
1913,70.2,Philadelphia Athletics
1913,70.4,Philadelphia Phillies
1913,70.4,Cincinnati Reds
1913,70.4,Boston Red Sox
1913,70.7,Pittsburgh Pirates
1913,70.7,New York Yankees
1913,70.8,St. Louis Cardinals
1913,70.8,New York Giants
1913,70.8,Brooklyn Superbas
1913,70.8,Chicago White Sox
1913,71.0,Boston Braves
1913,71.0,Detroit Tigers
1913,71.0,Cleveland Naps
1913,71.0,St. Louis Browns
1913,71.2,Washington Senators
1913,71.2,Chicago Cubs
1912,70.3,St. Louis Browns
1912,70.4,Brooklyn Dodgers
1912,70.4,Pittsburgh Pirates
1912,70.5,New York Highlanders
1912,70.6,Philadelphia Phillies
1912,70.6,Boston Red Sox
1912,70.7,Cleveland Naps
1912,70.8,Detroit Tigers
1912,70.8,Chicago White Sox
1912,70.9,Washington Senators
1912,70.9,New York Giants
1912,70.9,Boston Braves
1912,70.9,Philadelphia Athletics
1912,71.1,Cincinnati Reds
1912,71.1,Chicago Cubs
1912,71.1,St. Louis Cardinals
1911,70.3,Brooklyn Dodgers
1911,70.4,Chicago White Sox
1911,70.5,Philadelphia Athletics
1911,70.5,Boston Red Sox
1911,70.6,New York Highlanders
1911,70.6,St. Louis Browns
1911,70.7,New York Giants
1911,70.8,St. Louis Cardinals
1911,70.8,Cincinnati Reds
1911,70.9,Boston Rustlers
1911,71.0,Pittsburgh Pirates
1911,71.0,Chicago Cubs
1911,71.1,Cleveland Naps
1911,71.2,Washington Senators
1911,71.3,Philadelphia Phillies
1911,71.3,Detroit Tigers
1910,70.0,Chicago White Sox
1910,70.4,Brooklyn Superbas
1910,70.4,Boston Red Sox
1910,70.5,Cincinnati Reds
1910,70.5,Philadelphia Athletics
1910,70.5,Philadelphia Phillies
1910,70.5,New York Highlanders
1910,70.5,New York Giants
1910,70.6,St. Louis Browns
1910,70.6,Chicago Cubs
1910,70.6,St. Louis Cardinals
1910,70.7,Detroit Tigers
1910,70.8,Boston Doves
1910,71.0,Cleveland Naps
1910,71.1,Washington Senators
1910,71.2,Pittsburgh Pirates
1909,70.1,Brooklyn Superbas
1909,70.3,St. Louis Browns
1909,70.4,St. Louis Cardinals
1909,70.4,New York Highlanders
1909,70.4,Philadelphia Athletics
1909,70.5,New York Giants
1909,70.5,Philadelphia Phillies
1909,70.5,Cleveland Naps
1909,70.5,Boston Doves
1909,70.7,Chicago White Sox
1909,70.7,Boston Red Sox
1909,70.7,Detroit Tigers
1909,70.8,Pittsburgh Pirates
1909,71.0,Chicago Cubs
1909,71.1,Washington Senators
1909,71.2,Cincinnati Reds
1908,70.1,Philadelphia Phillies
1908,70.1,New York Highlanders
1908,70.2,St. Louis Cardinals
1908,70.2,Boston Red Sox
1908,70.2,Boston Doves
1908,70.3,Brooklyn Superbas
1908,70.4,St. Louis Browns
1908,70.5,Detroit Tigers
1908,70.5,Cincinnati Reds
1908,70.6,New York Giants
1908,70.6,Philadelphia Athletics
1908,70.7,Cleveland Naps
1908,70.7,Pittsburgh Pirates
1908,70.9,Chicago White Sox
1908,70.9,Chicago Cubs
1908,71.1,Washington Senators
1907,69.7,Brooklyn Superbas
1907,70.0,Philadelphia Phillies
1907,70.1,New York Highlanders
1907,70.2,Boston Doves
1907,70.3,Philadelphia Athletics
1907,70.4,St. Louis Browns
1907,70.5,Boston Americans
1907,70.5,Chicago Cubs
1907,70.5,St. Louis Cardinals
1907,70.6,Washington Senators
1907,70.6,Chicago White Sox
1907,70.6,Cleveland Naps
1907,70.7,Cincinnati Reds
1907,70.7,Detroit Tigers
1907,70.8,Pittsburgh Pirates
1907,71.2,New York Giants
1906,69.6,St. Louis Browns
1906,69.7,Philadelphia Phillies
1906,70.1,Brooklyn Superbas
1906,70.2,New York Highlanders
1906,70.3,Cleveland Naps
1906,70.4,Philadelphia Athletics
1906,70.5,Boston Americans
1906,70.5,Boston Beaneaters
1906,70.5,Pittsburgh Pirates
1906,70.6,Cincinnati Reds
1906,70.6,New York Giants
1906,70.8,Chicago White Sox
1906,70.8,Washington Senators
1906,70.9,Chicago Cubs
1906,71.1,Detroit Tigers
1906,71.2,St. Louis Cardinals
1905,69.9,Philadelphia Athletics
1905,70.0,Brooklyn Superbas
1905,70.0,New York Highlanders
1905,70.0,Philadelphia Phillies
1905,70.1,St. Louis Browns
1905,70.4,New York Giants
1905,70.4,Cincinnati Reds
1905,70.4,Pittsburgh Pirates
1905,70.4,St. Louis Cardinals
1905,70.4,Chicago Cubs
1905,70.5,Chicago White Sox
1905,70.5,Boston Beaneaters
1905,70.5,Detroit Tigers
1905,70.5,Boston Americans
1905,70.7,Cleveland Naps
1905,71.0,Washington Senators
1904,69.4,Philadelphia Phillies
1904,69.6,Brooklyn Superbas
1904,70.0,Pittsburgh Pirates
1904,70.0,Boston Beaneaters
1904,70.1,Cincinnati Reds
1904,70.1,Philadelphia Athletics
1904,70.1,St. Louis Cardinals
1904,70.1,Chicago Cubs
1904,70.2,Detroit Tigers
1904,70.2,St. Louis Browns
1904,70.3,Boston Americans
1904,70.5,Chicago White Sox
1904,70.5,New York Giants
1904,70.6,Washington Senators
1904,70.7,New York Highlanders
1904,71.0,Cleveland Naps
1903,69.5,Washington Senators
1903,69.6,New York Highlanders
1903,69.7,Philadelphia Phillies
1903,69.7,Brooklyn Superbas
1903,70.0,Cincinnati Reds
1903,70.1,Chicago White Sox
1903,70.1,Detroit Tigers
1903,70.2,St. Louis Browns
1903,70.2,Boston Beaneaters
1903,70.3,Chicago Cubs
1903,70.4,St. Louis Cardinals
1903,70.4,Philadelphia Athletics
1903,70.5,New York Giants
1903,70.6,Pittsburgh Pirates
1903,70.7,Boston Americans
1903,71.1,Cleveland Naps
1902,69.7,Philadelphia Phillies
1902,69.8,Pittsburgh Pirates
1902,69.8,Chicago White Sox
1902,69.9,Brooklyn Superbas
1902,70.0,Boston Americans
1902,70.0,Philadelphia Athletics
1902,70.0,Baltimore Orioles
1902,70.0,Chicago Orphans
1902,70.2,Washington Senators
1902,70.3,Boston Beaneaters
1902,70.3,Cincinnati Reds
1902,70.4,Detroit Tigers
1902,70.4,New York Giants
1902,70.5,St. Louis Browns
1902,70.6,St. Louis Cardinals
1902,71.1,Cleveland Bronchos
1901,69.2,Chicago White Sox
1901,69.3,Milwaukee Brewers
1901,69.5,Baltimore Orioles
1901,69.6,Chicago Orphans
1901,69.7,New York Giants
1901,69.8,Philadelphia Athletics
1901,69.8,Detroit Tigers
1901,69.8,Boston Americans
1901,70.0,Boston Beaneaters
1901,70.0,St. Louis Cardinals
1901,70.0,Washington Senators
1901,70.1,Brooklyn Superbas
1901,70.3,Pittsburgh Pirates
1901,70.3,Philadelphia Phillies
1901,70.7,Cleveland Blues
1901,70.7,Cincinnati Reds
1900,69.5,Brooklyn Superbas
1900,69.8,Cincinnati Reds
1900,69.8,St. Louis Cardinals
1900,69.9,New York Giants
1900,70.2,Boston Beaneaters
1900,70.3,Pittsburgh Pirates
1900,70.3,Chicago Orphans
1900,70.5,Philadelphia Phillies
1899,69.2,Louisville Colonels
1899,69.3,Baltimore Orioles
1899,69.5,St. Louis Perfectos
1899,69.8,Washington Senators
1899,69.9,New York Giants
1899,70.0,Cincinnati Reds
1899,70.1,Pittsburgh Pirates
1899,70.1,Boston Beaneaters
1899,70.1,Cleveland Spiders
1899,70.2,Brooklyn Superbas
1899,70.4,Chicago Orphans
1899,70.8,Philadelphia Phillies
1898,69.3,Louisville Colonels
1898,69.4,Baltimore Orioles
1898,69.5,Boston Beaneaters
1898,69.6,St. Louis Browns
1898,69.7,Cincinnati Reds
1898,69.8,Cleveland Spiders
1898,70.2,Chicago Orphans
1898,70.4,Brooklyn Bridegrooms
1898,70.4,New York Giants
1898,70.5,Washington Senators
1898,70.7,Pittsburgh Pirates
1898,70.9,Philadelphia Phillies
